,ID_CLEAN,DESCRIPTION,Comments,ISSUED_DATE,EXPIRATION_DATE,Property_ID
4183,,Interior/Exterior Work,Interior improvements to new Furniture Store including new partition walls  new wood and floor tile  new staircase and millwork.; Modifications to existing MEP  Fire Alarm system &; Fire Sprinkler system.;;;Exterior renovations :; Furnish and install new green house and glass entranceway.;;;;;;;;;;;; LPR,5/17/12 16:01, ,
4324,502319000.0,Renovations - Exterior,Remove existing green house down to knee wall. Install 2 by 10 nailer and frame up using 2 by 6. Frame uop new front and end wall 16 inches on center. frame in new roof area using 2 by 8 stock. Sheath side and roof area with 5/8 plywood. cover side walls with tyvec paper. Ice and water shield on roof area. Install 8 new pella windows. Make up and install new 16 ounce copper standing lock roof system with OG copper gutter and downspouts. Cut masonery and install new copper raglet above roof line. all trims will be #1 pine and siding will be red cedar clapboard.,8/16/12 15:45,2/16/13 0:00,31512.0
4522,304134000.0,Fast Track Application,21st Floor - Fit out of office space to include New offices and conference room. This work will consist of new walls  ACT Ceiling  flooring  paint  electrical  fire alarm  HVAC  Doors  and reuse of existing sprinkler with adjustment to heads to accomodate new floor layout.,6/6/12 12:38,12/6/12 0:00,158047.0
4566,700320000.0,Signs,"Pizza Pie-er ;-; Installation of (2) 78""x36"" black sunbrella shed awnings with a 24"" projection to go over windows (1) set fabricated face lit channel letters internally illuminated with LEDs;- white faces  black returns  with face lit logo icon with black returns and a green face all per BRA Design approval",7/13/12 8:51,1/13/13 0:00,105067.0
4617,,Change Occupancy,Change occupancy from; warehouse and local retail to warehouse  offices.; In existing condition. No work to be done.,6/25/12 11:11,12/25/12 0:00,0.0
4680,1902655000.0,Interior/Exterior Work,Roof repair on top floor  possible master bath shower  repair of existing master bath dormer roof and replacement of leaking skylights,10/5/12 8:54,4/5/13 0:00,87540.0
4699,,Change Occupancy,"Change occupancy from garage to;local retail &; professional offices. Subdivide existing 9200 sq foot garage into four entities as per plans submitted. (fire alarm plans approved as part of this ALT) see plans ""T Design from 5/20/12)",9/25/12 14:23, ,350948.0
4705,1807322001.0,Signs,"installation of signs for ""Walgreens"" 970-980 American Legion Highway 1 set ""Walgreens"" letters 5'-9 1/4"" x 25'- 11 1/2"" 1 set ""pharmacy"" letters 16"" x 11'- 4"" 2 ""w"" signs 5'- 6 3/8"" x 7'- 9 1/2"" 1 1'-6"" x 4' ""drive thru pharmacy"" cabinet (opaque background with letters cut out) 1 1'-6"" x 4' ""exit"" cabinet (opaque background with letters cut out) all per BRA Design approval",7/3/12 10:22,1/3/13 0:00,3214.0
4800,1703796000.0,No Record of Occupancy,"Confirm occupancy of a 2-family dwelling. Existing condition. And  Install solar panels to existing roof: roof-mounted  grid-tied  solar photovoltaic system. Reinforce roof structure by sistering 2""x8"" beams of 10' length to existing rafters and adding 2""x4"" collar ties.",12/17/12 14:43,6/17/13 0:00,134204.0
4826,301290001.0,Interior/Exterior Work,Renovation fit and finsih of the hall of human life at the museum of science  the renovation includes new bathrooms  and altering the green wing stair. The base building is remaining the same with minor modifications. The total area of the hall of human life is 13 000 square feet  which will get a fit and finish upgrade. Also included in the renovation is upgrades of mechanical equipment for both the second floor and the river level  electrical  and plumbing modifications. In additon  the second floor roof will be replaced above the renovated hall of human life.,7/19/12 12:18, ,163190.0
4827,301290002.0,Interior/Exterior Work,Renovation fit and finsih of the hall of human life at the museum of science  the renovation includes new bathrooms  and altering the green wing stair. The base building is remaining the same with minor modifications. The total area of the hall of human life is 13 000 square feet  which will get a fit and finish upgrade. Also included in the renovation is upgrades of mechanical equipment for both the second floor and the river level  electrical  and plumbing modifications. In additon  the second floor roof will be replaced above the renovated hall of human life.,7/19/12 12:18, ,163190.0
4833,2203532000.0,Addition,Remove existing roof. Renovate currently finished attic into living space per the submitted plans. Scope includes: windows  skylights  exterior  plumbing  electrical  framming  and new roof to create spaces per plan.;,9/21/10 9:13,3/21/11 0:00,92715.0
4906,105658000.0,Fast Track Application,Complete fit out of existing retail portion of newly constructed Health Center (See Permit No. 10-08333  BZC# 30332) to include pharmacy (local retail use) all as per plans submitted herewith. No structural work to be done. FAST TRACK APPLICATION.,8/17/12 8:59,2/17/13 0:00,341937.0
4964,304075000.0,Fast Track Application,Construction of new multi tenant corridor  lobby area and new spec office on the 10th floor. Work includes but not limited to; new elevator lobby and corridor finishes  flooring  ceilings and lighting. New spec office consisting of contrcution of new tenant sepaation wall  reuse of exiting pantry construction of new reception area  partial new lighting and minor finish repairs.,7/17/12 11:36,1/17/13 0:00,156011.0
5003,1300790000.0,Change Occupancy,Renovation of property including reduction of number of units from 12 units to 6 units  installing insulation and sprinklers. Article 80 and 121A approval already received. Change occupancy to;6 units:: See 6 Dunkel St.(ALT16444);to be combined together.;WSC/PWD approved.,2/28/13 13:14,8/28/13 0:00,49964.0
5012,1400219000.0,Change Occupancy,Renovation of the structure which will include a reduction of the number of dwelling units from 12 units to nine units;through reconfiguration. Energy efficient features will be installed including wall and ceiling insulation. Hard wired fire alarm and sprinkler systems will be installed. Applicant has already received Article 80 and 121A approval. also has 15 Mascoma St within the address.,2/22/13 13:36,8/22/13 0:00,57084.0
5054,303569000.0,Renovations - Exterior,"build 4.5ft by 12ft;raised skylight;so there can be three windows put in for cross breeze window size;18"" by;9' - see plan filed.",9/12/12 15:12,3/12/13 0:00,36203.0
5096,1704486000.0,Solar Panels,Install 13 PV solar panels on roof per the plans stamped/signed by architect Tom Petersen.,8/7/12 9:08,2/7/13 0:00,61089.0
5124,,Interior/Exterior Work,"Replace roof deck including all necessary structural modifications and new skylight as per plans. Beacon Hill Architectural Commission ""Certificate of Appropriateness"" letter attached.",9/4/13 10:34,3/4/14 0:00,163310.0
5134,503047000.0,Change Occupancy,"Change of Occupancy from ""Offices  Ice Cream and Yogurt"" to Retail Space and ""Retail Store"". Interior work to include structural reinforcement for elevator  floor decks  roof openings and new egress stairway. New basement floor slab  new limited use elevator  steel stud partitions  drywall  wall and ceiling finishes  Electrical  Fire Alarm System  Lighting  Mechanical HVAC  Plumbing for new accessible Bathrooms  Groundwater Control system. Exterior work to include new storefront entrances  masonry repairs  window repairs  painting  repair skylights and roofing repairs. Per Plan",6/5/13 14:27,12/5/13 0:00,101573.0
5199,401119000.0,Signs,Walgreen's Community Pharmacy -; Install a new 2' x 3' wall sign per;BRA Design;approval,11/9/12 11:42,5/9/13 0:00,130165.0
5282,703501055.0,Renovations - Exterior,Assemble solar electric panels and racking plus install associated wiring  conduit  and electrical work on roof of Stop &; Shop building. We will apply for an electrical permit separately.,1/27/10 11:25,7/27/10 0:00,91942.0
5294,301610000.0,Renovations - Exterior,Elevator Penthouse Skin Renovation: remove existin metal frame  hip roof skylight structure. Provide new roof structure and roofing. Remove existing corrugated metal siding and replace with standing seam steel wall panels.,8/29/12 14:08,2/28/13 0:00,25422.0
5335,1404216000.0,Solar Panels,Install 40 PV solar panels on roof,10/26/12 9:49,4/26/13 0:00,16568.0
5354,701183000.0,Other,Construct a wood stairway for second means of egress. Because of the confinement of the lot  we are asking for relief from Article 34 (Compliance Alternative). This would be a compliance alternative for installing a second means of egress that can not make the setback requirements. 2 sets of stamped plans submitted.,5/18/10 15:38,11/18/10 0:00,82408.0
5407,1809550000.0,City of Boston,Installation of a 19.86 kW solar PV array on the top of the FDR School.,6/23/10 9:17,12/23/10 0:00,95618.0
5410,1600261000.0,City of Boston,Installation of 53.275 kW solar system on the roof of Richard Murphy School.,6/23/10 9:16,12/23/10 0:00,160937.0
5430,500799000.0,Renovations - Exterior,rebuild deck and install new decking rebuild pergola Build new planters with intergraded handrail. Rebuild exsisting shed Repair skylights,1/7/13 9:33,7/7/13 0:00,110181.0
5474,1502435000.0,Solar Panels,Install roof mounted solar hot water panels and accessories; Stamped/signed Waterman P.E.,10/11/12 10:05,4/11/13 0:00,35245.0
5491,1404025000.0,Solar Panels,"Install 5 kw solar panels flat on roof; not to exceed roof panel but will add 6"" to roof height",12/17/12 10:53,6/17/13 0:00,133069.0
5506,1810006000.0,No Record of Occupancy,"Install 5 kw solar panels flat on roof; not to exceed roof panel but will add 6"" to roof height. Legalize occupancy for 1 Family. Assessing Dept.;Parcel # 1810006000 Property Type: One Family  Dating back to 1985",11/20/12 9:01,5/20/13 0:00,56343.0
5522,501711000.0,Renovations -Interior  NSC,Interior remodel of residence to include millwork installs  new 4th and 5th floor layout  envelope insulation upgrade  mechanical system upgrade and new finished surfaces throughout. Select structural modifications to include patio door/window/skylight installations along with skylight installs at roof elevation. Chimney stack repointing and flashing repairs to occurr under this permit.,10/15/12 11:32,4/15/13 0:00,87608.0
5532,2201747000.0,Signs,NoMu; alternative ice cream cafe - To install plastic letters onto existing storefront at #481 Cambridge Street - per BRA approved plans,3/15/13 11:48,9/15/13 0:00,25142.0
5540,1900914000.0,Solar Panels,Install rooftop solar hot water system.,9/13/12 11:04,3/13/13 0:00,28115.0
5633,603627000.0,Solar Panels,Install 16 PV solar panels on roof by RoofDiagnostics (Joe Wyld-Chirico).,9/24/12 11:01,3/24/13 0:00,124461.0
5640,1600929000.0,Solar Panels,Install 19 PV solar panels on roof.,10/26/12 9:48,4/26/13 0:00,47831.0
5654,2010348000.0,Signs,"Installation of nine (9) new;20"" x 7' green aluminum wall signs with raised gold letters for tenant spaces. Signs approved by BRA Design Review and Boston Dept. of Neighborhood Development.",10/3/12 15:18,4/3/13 0:00,129482.0
5661,903411010.0,Solar Panels,Install 105-kW solar electric system on existing flat roof. Cost of contract $424 750.,1/30/13 14:19,7/30/13 0:00,340841.0
5723,1103333000.0,Solar Panels,Install 28 PV solar panels on roof,10/26/12 9:32,4/26/13 0:00,128801.0
5734,1901698000.0,Interior/Exterior Work,Repair or replace existing structural framing as per structural engineers plans. Repair foundation. Add new bearing walls. New skylights. All other work refrenced previously in SF139177.,10/16/12 8:46,4/16/13 0:00,52745.0
5751,801298000.0,Fire Protection Sprinkler >9,Install new fire sprinklers in lobby skylights. We will also be installing sprinklers in closets and other rooms that are currently missing protection. Installation will be per the Engineered plans submitted with this application.,10/26/12 9:02,4/26/13 0:00,155949.0
5754,402772000.0,Interior/Exterior Work,Add additional LVL to support roof and skylights. Remove rear window and add french door. Submitted: 2 sets  stamped  engineer plans.,4/28/10 14:08,10/28/10 0:00,102436.0
5762,,Change Occupancy,As built dwgs. provided to confirm occupancy of existing building to Retail sales  storage  snack shop and take-out  beauty salon  and to legalize existing  offices  print shop  small caf_  local artists workshop and local artists rehearsal space. No work being done on this permit (see short form SF15009),5/7/10 8:13, ,166058.0
5925,1902655000.0,Renovations - Exterior,Remove existing flat roof on sunroom and install new shed roof and energy efficient windows. Install new garage door and re-roof garage. (contact; # 1-978-369-0202),5/27/10 10:55,11/27/10 0:00,87540.0
